Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2012-11-28,252,252.4,251.39,251.91,98
2012-11-29,253.9,254.4,253.37,253.5,327
2012-11-30,253.4,253.93,252.5,253.82,88
2012-12-03,254,256.7,254,256.7,1693
2012-12-04,256.65,258.45,256.55,258.2,12046
2012-12-05,259,260.28,257.6,259.38,385
2012-12-06,260,260,258.8,259.75,225
2012-12-07,260.9,260.9,258.2,258.2,214
2012-12-10,258.16,259.12,257,258.2,240
2012-12-11,260.58,262.99,260.26,262.99,706
2012-12-12,264.25,265,262.3,264,684
2012-12-13,264.99,265,263.8,264.57,337
2012-12-14,264.89,265.5,263.65,265.12,2762
2012-12-17,266.25,267,264.9,267,1346
2012-12-18,265,270,265,269.11,409
2012-12-19,269.8,273.5,269.8,272.9,2964
2012-12-20,274,274.43,271.6,272.12,2927
2012-12-21,269.48,271,267.46,270.95,7958
2012-12-27,270,274,270,273.58,483
2012-12-28,274,274.92,270.78,272.82,1100
2013-01-02,276.53,276.53,273.6,274.5,1048
2013-01-03,275.05,275.85,273.88,275.85,905
2013-01-04,270.4,275,270.4,272.36,231
2013-01-07,272,272.15,270,270.5,841
2013-01-08,269.29,272,268.95,268.95,1031
2013-01-09,269.24,269.3,268.2,268.5,342
2013-01-10,269,271.78,267.2,267.2,571
2013-01-11,269.05,269.37,267.3,267.3,17419
2013-01-14,269.91,270,268.2,268.5,392
2013-01-15,267.8,267.8,265,266,471
2013-01-16,269,269,264.5,267.62,287
2013-01-17,270,271.19,269.8,270.14,493
2013-01-18,271.94,271.94,268.6,269.81,285
2013-01-21,270.47,270.47,268.46,269.51,345
2013-01-22,271,271,268.05,268.86,335
2013-01-23,268.34,269.86,268.34,269.1,318
2013-01-24,268.87,269.1,268.1,268.1,78
2013-01-25,270.33,270.33,265.7,265.78,704
2013-01-28,265.9,266.55,263.2,263.81,3965
2013-01-29,267.5,267.5,262.64,263.59,1128
2013-01-30,263.59,264.64,261.1,262.06,4085
2013-01-31,261.79,262.9,260.4,262.26,1413
2013-02-01,263.4,263.8,262,262,799
2013-02-04,263.95,264.05,260.21,260.48,621
2013-02-05,260.56,261.03,259.67,260.25,1457
2013-02-06,261.61,261.61,257.5,258.52,1309
2013-02-07,258.52,261.4,258,259.6,166
2013-02-08,261.5,262.24,259.77,262.2,760
2013-02-11,264.9,264.9,262.05,262.24,367
2013-02-12,263,263,259,259.7,1067
2013-02-13,256,260.1,256,259.7,1247
2013-02-14,259.7,259.7,257,257.5,376
2013-02-15,257.94,259.74,257.3,259.6,787
2013-02-18,265.55,265.55,259.6,259.93,261
2013-02-19,262,262,259,260.6,1338
2013-02-20,265.55,265.55,256,256.8,921
2013-02-21,257,257,253,255.35,1421
2013-02-22,257.98,257.98,255,256.2,397
2013-02-25,258,258.95,253,256.51,1378
2013-02-26,255.63,255.63,254.5,255.5,1758
2013-02-27,256.52,256.6,255.6,256.3,980
2013-02-28,258.8,258.8,257.1,258,1018
2013-03-01,258.11,258.11,255.5,257.5,760
2013-03-04,257.58,257.58,256,256,512
2013-03-05,256.82,260.2,256.82,260.2,527
2013-03-06,261.91,262.45,260.8,261.1,2087
2013-03-07,261.11,261.2,260,260.2,5764
2013-03-08,262.42,263.5,260.2,261.4,1388
2013-03-11,263.15,263.15,260.5,260.6,1238
2013-03-12,261,261.5,259.31,259.4,12132
2013-03-13,260.65,260.65,259,259.52,555
2013-03-14,260.86,263.41,260.6,263.41,4898
2013-03-15,264.77,270,262,262,3764
2013-03-18,264,265,255.5,257.5,2214
2013-03-19,257.55,257.67,254.1,254.1,2368
2013-03-20,255.98,256.09,253.5,254.62,756
2013-03-21,254.5,254.5,251.2,251.4,1581
2013-03-22,252,252,248.3,249.2,927
2013-03-25,257.03,257.03,245.6,245.6,1295
2013-03-26,245.3,246.9,244,245.2,680
2013-03-27,248.4,249.7,246,249.4,1240
2013-03-28,250,250.2,249,250.2,370
2013-04-02,256.2,256.2,248.8,249.5,1232
2013-04-03,254.89,254.89,243.4,243.4,865
2013-04-04,245.9,247,245,246.5,540
2013-04-05,252.4,252.4,245.3,246.3,687
2013-04-08,250,250,247,247,220
2013-04-09,248,248.4,246,246.7,1564
2013-04-10,249.5,250.8,248.9,249.9,2896
2013-04-11,253,253,250.4,253,882
2013-04-12,253.1,253.1,250.2,251,1171
2013-04-15,251,251,245,247.4,3023
2013-04-17,249,249,241.47,241.75,4388
2013-04-18,240.1,242.84,239,239.1,1538
2013-04-19,237.4,239.5,236.1,238,1539
2013-04-22,241,241.5,238.5,238.51,785
2013-04-23,238,238.97,236.23,238.36,2149
2013-04-24,246.4,246.4,239,239.5,1220
2013-04-25,242,242,238.23,240.95,6408
2013-04-26,241,242.72,240.5,241.37,395
2013-04-29,244.9,244.9,241.87,243,5605
2013-04-30,244.85,244.85,240.41,243.47,8564
2013-05-02,243.41,245.04,243.41,243.83,1105
2013-05-06,249.27,249.27,243.5,244.1,315
2013-05-07,249.1,249.1,245.5,246.8,3468
2013-05-08,247.5,249.09,247.5,247.64,4598
2013-05-09,249.9,249.9,246.8,247.39,355
2013-05-10,248,248,245.7,245.78,13397
2013-05-13,249.49,249.49,245.03,246.5,391
2013-05-14,249.09,251.41,247.95,251.41,342
2013-05-15,255,255,251.3,252,1925
2013-05-16,254,254,251.51,252,231
2013-05-17,253.89,253.89,250.5,252.68,5093
2013-05-20,254,254,252.7,252.7,2435
2013-05-21,253,253,250,250.43,757
2013-05-22,251.99,251.99,250.18,251,112
2013-05-23,249.95,249.95,245.83,249,575
2013-05-24,251.89,251.95,250.2,251.9,177
2013-05-27,257,257,252.19,257,2729
2013-05-28,257,261.4,257,261,893
2013-05-29,261.6,261.6,258.5,260,649
2013-05-31,262,262,258.79,259.66,836
2013-06-03,262,262,257.52,257.52,1287
2013-06-04,262.37,262.37,258.57,258.57,644
2013-06-05,258.7,260.98,258.7,260,1032
2013-06-06,260,260.05,258,258,1312
2013-06-07,260,263,258.21,263,655
2013-06-10,264,264.73,263.1,263.79,972
2013-06-11,264.9,264.9,261.11,261.65,349
2013-06-12,262,263.2,261.36,262,237
2013-06-13,262.8,262.8,257.7,261.82,643
2013-06-14,261.1,263,261.1,261.59,863
2013-06-17,262.26,262.26,259.79,260.63,1715
2013-06-18,262,262,259,259,300
2013-06-19,259,259,235,256,22569
2013-06-20,250.15,254.49,245,245,5800
2013-06-21,245,251,235.33,237.97,8681
2013-06-24,240,247,237.16,239.25,14918
2013-06-25,241.99,241.99,236,240.19,5859
2013-06-26,240.19,241,231.72,237.57,2752
2013-06-27,240,240,229.88,230,8866
2013-06-28,232,237.16,229.9,236.47,1065
2013-07-01,243.5,243.5,237.32,239.08,808
2013-07-02,240.99,242.99,236.1,242.87,2217
2013-07-03,242.98,242.98,237.26,240.3,513
2013-07-04,244,244,241,243.63,888
2013-07-05,243.68,243.68,239,239.98,688
2013-07-08,240,241,238,239,3809
2013-07-09,240.43,240.43,234.4,234.49,1885
2013-07-10,239,240.29,235,240.29,294
2013-07-11,239.01,243.9,239.01,243.5,1758
2013-07-12,243.3,247.14,243.1,246,2440
2013-07-15,247.5,247.5,244,246,385
2013-07-16,247,247,245.44,246.4,1820
2013-07-17,246.5,246.5,245.17,246,179
2013-07-18,246.5,246.5,243.3,245.08,613
2013-07-19,245,246.9,244.8,246.3,635
2013-07-22,243,249.02,243,247,1085
2013-07-23,245,248.4,245,247.82,283
2013-07-24,247,249.1,247,249.1,237
2013-07-25,249.11,249.11,245.58,246.67,710
2013-07-26,247,247.78,245.8,246.41,171
2013-07-29,246,246,244.3,245,727
2013-07-30,248.57,248.57,246,246,150
2013-07-31,246.5,251.21,246.5,251.21,803
2013-08-01,249.57,253,249.57,251.5,3544
2013-08-02,253.97,258,253.21,258,2753
2013-08-05,260,260,256.14,257.71,931
2013-08-06,257.5,257.5,253,253,604
2013-08-07,257.86,257.86,253,255,605
